,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189
0,7.0669603,6.556315,6.127714,16.868443,9.1306505,7.1939125,8.2879095,0.0,16.40451,0.0,0.0,0.0,1.9131354,12.315642,0.9655266,0.0,0.0,8.680762,0.0,0.0,0.0,9.128263,17.911991,0.0,0.0,0.0,0.0,0.0,10.000751,0.0,0.0,1.6392999,1.4133694,11.785034,0.0,0.0,0.0,0.0,0.0,11.179044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63425267,0.0,0.0,0.0,0.0,0.0,1.1871544,0.0,0.0,0.0,0.0,0.0,0.5173617,0.0,0.0,0.0,0.0,0.0,0.0,0.08031595,0.039617628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0928657,0.0,1.1941168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320997,0.0,0.0,0.0,0.0,0.27876168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2417033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,12.0216465,7.7791204,9.383517,18.88964,10.652111,12.840363,14.187286,0.0,22.53479,0.0,0.0,0.0,0.0,11.04378,0.0,0.0,0.0,15.701311,0.0,0.0,0.0,14.685585,22.91213,0.0,0.0,0.0,0.0,0.0,15.288352,0.0,0.0,2.8519564,1.1994779,17.607777,0.0,0.0,0.0,0.0,0.0,15.667267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2690817,0.0,0.0,0.0,0.0,0.0,0.57983583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1430488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00819397,0.0,1.6212316,0.0,1.9926226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22194552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2233298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24292505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,14.602052,13.541399,14.179587,14.404823,13.416578,15.81484,18.559914,25.883114,22.72208,0.0,0.0,0.0,0.0,16.722563,11.437643,0.0,15.732279,19.663992,13.047189,0.0,0.0,0.0,0.0,0.0,13.203752,0.0,0.0,0.0,0.0,15.172511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11476496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07613787,0.0,0.0,0.0,0.0,0.0,12.3307085,0.0,0.0,0.0,0.0,0.0,0.18797672,0.0,0.0,0.054159313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39241576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3531988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0617768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,12.619158,9.487615,10.11397,15.3393955,17.449163,11.1857395,6.2307186,24.324085,20.458967,5.5596666,2.4966357,9.551328,6.3317804,0.7969551,9.560083,8.39871,8.558081,5.0315332,3.3624868,3.1038575,5.8474855,5.4165487,3.1775112,0.17895444,7.37893,8.8229265,0.0,0.0,0.0,2.6308136,2.2753203,1.0865846,0.0,0.0,6.9295664,0.0,0.0,0.0,0.0,0.0,0.0,2.71381,0.0,0.0,0.0,0.0,0.0,2.3169203,0.0,0.0,0.0,0.0,5.094497,1.2899946,0.93634796,0.0,0.0,0.0,0.0,0.0,0.3997298,0.0,0.0,0.1635584,1.4825103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7845163,0.73332345,0.0,0.0,0.0,0.0,0.0,0.0,1.980932,0.0,1.8036306,0.0,0.0,0.0,0.17227918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32736433,0.0,0.0,0.0,0.0,3.2566605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5347181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4796177,0.0,0.0,0.0,1.753528,0.0,0.43484622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6477765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,20.118366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.660225,57.214714,15.366522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.316433,0.0,0.0,3.017983,1.1895941,0.0,0.0,0.0,5.053354,0.0,26.084846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0769844,0.0,0.0,19.253794,28.691818,29.431307,0.0,0.0,0.0,0.0,15.072375,33.684612,14.033721,0.0,0.0,0.0,5.2988725,0.0,0.0,0.0,0.0,2.0351608,0.0,7.8084764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7939038,0.0,0.0,0.0,1.5258255,0.0,22.299952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33896,0.0,0.0,19.437357,0.0,41.44396,0.0,0.0,11.436653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0340669,0.0,0.004949987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8097878,0.0,0.0,0.0,1.7750425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4945252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3199375,0.0,0.0,0.0,0.0,0.0,0.31522977,0.0,0.0,0.15736538,0.0,0.0,4.832169,0.0,0.0,0.27669662,0.0,0.0,13.548981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,9.14994,7.001518,7.6409836,17.192974,9.704775,9.608179,11.1183195,0.0,18.379375,0.0,0.0,0.0,0.21976985,11.866915,0.007866859,0.0,0.0,11.589186,0.0,0.0,0.0,10.93306,19.098406,0.0,0.0,0.0,0.0,0.0,11.652894,0.0,0.0,2.0828567,1.1903627,13.4674835,0.0,0.0,0.0,0.0,0.0,13.043771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19823098,0.0,0.0,0.0,0.0,0.0,1.1210977,0.0,0.0,0.0,0.0,0.0,0.48990536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070580184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3911536,0.0,1.5292242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22127515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.147634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018065423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,11.955175,11.685338,11.735033,12.882904,11.768542,13.222387,15.693569,21.427233,19.488775,0.0,0.0,0.0,0.0,14.873395,10.0206585,0.0,12.745662,16.305323,11.141838,0.04465276,0.0,0.0,0.0,0.0,10.117865,0.0,0.0,0.0,0.0,12.579496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21717323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037787907,0.0,0.0,0.0,0.0,0.0,9.657939,0.0,0.0,0.0,0.0,0.0,0.037531465,0.0,0.0,0.14926158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2082358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2622927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1016862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,9.173148,6.8080645,7.1995215,18.62521,9.850158,9.363997,10.413611,0.0,19.435047,0.0,0.0,0.0,0.5248177,12.182765,0.0,0.0,0.0,11.283697,0.0,0.0,0.0,12.751823,22.690674,0.0,0.0,0.0,0.0,0.0,13.529388,0.0,0.0,2.2792459,1.8465788,15.996039,0.0,0.0,0.0,0.0,0.0,13.994136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5558318,0.0,0.0,0.0,0.0,0.0,1.5944575,0.0,0.0,0.0,0.0,0.0,0.6797879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10511282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6882346,0.0,1.6881559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44044244,0.0,0.0,0.0,0.0,0.0,0.0,0.08614743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016682148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3759747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033745825,0.0,0.05525419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,7.5636606,6.9783115,8.0362,12.942833,8.948679,9.287172,10.259365,1.7190237,14.120901,0.0,0.0,0.0,0.0,9.115164,3.0310864,0.0,1.0934291,10.592855,1.5740633,0.0,0.0,5.496893,7.8137627,0.0,0.0,0.0,0.0,0.0,6.5098615,0.0,0.0,1.5499918,0.0,5.658991,0.0,0.0,0.0,0.0,0.15053084,8.861804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.770275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6285527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,12.975197,12.400604,12.677086,13.469403,12.403643,14.2214365,16.798166,23.144386,20.734787,0.0,0.0,0.0,0.0,15.586005,10.566719,0.0,13.896608,17.599648,11.876099,0.015173942,0.0,0.0,0.0,0.0,11.307067,0.0,0.0,0.0,0.0,13.578762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17770836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052566767,0.0,0.0,0.0,0.0,0.0,10.687939,0.0,0.0,0.0,0.0,0.0,0.09550822,0.0,0.0,0.11261222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27921286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29732502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0863063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
